Nodes 
Index,XCoord(ft),YCoord(ft),Constraint,XForce(kip),YForce(kip),BeamIdxs
0,-60.30420341821225,10.0,,0,0,0;6
1,-8.083945413821063,10.0,,0,0,5;11
2,-34.19407441601666,22.499999999999996,,0,0,8;9;12;13;15
3,-34.19407441601666,10.0,,0,0,2;3;12
4,-42.895882923088664,10.000000000000007,,0,0,1;2;13;17
5,-51.60082708414705,9.999999999999998,,0,0,0;1;14;18
6,-43.4974507500818,18.046088486731136,,0,0,7;8;14;17
7,-25.490698081951486,9.999999999999996,,0,0,3;4;15;19
8,-24.89069808195149,18.046088486731122,,0,0,9;10;16;19
9,-16.78732174788629,10.0,,0,0,4;5;16;20
10,-51.901532421985976,14.022706568933316,,0,0,6;7;18
11,-16.487321747886302,14.023044243365575,,0,0,10;11;20
Beams
Index,Start Node,End Node,Section Type,Material,Sdir,Tdir,Udir
0,0,5,W Shapes:W12X26,Steel ASTM A992,[-0.0, 1.0, 0.0],[0.0, -0.0, 1.0],[1.0, 0.0, 0.0]
1,5,4,W Shapes:W12X26,Steel ASTM A992,[-0.0, 1.0, 0.0],[0.0, -0.0, 1.0],[1.0, 0.0, 0.0]
2,4,3,W Shapes:W12X26,Steel ASTM A992,[-0.0, 1.0, 0.0],[0.0, -0.0, 1.0],[1.0, 0.0, 0.0]
3,3,7,W Shapes:W12X26,Steel ASTM A992,[-0.0, 1.0, 0.0],[0.0, -0.0, 1.0],[1.0, 0.0, 0.0]
4,7,9,W Shapes:W12X26,Steel ASTM A992,[-0.0, 1.0, 0.0],[0.0, -0.0, 1.0],[1.0, 0.0, 0.0]
5,9,1,W Shapes:W12X26,Steel ASTM A992,[-0.0, 1.0, 0.0],[0.0, -0.0, 1.0],[1.0, 0.0, 0.0]
6,0,10,W Shapes:W12X26,Steel ASTM A992,[3.06818188e-15, 0.901965448, 0.0],[-0.389476086, 1.32486613e-15, 0.813541669],[0.901965448, -3.06818188e-15, 0.431808211]
7,10,6,W Shapes:W12X26,Steel ASTM A992,[3.06818188e-15, 0.901965448, 0.0],[-0.389476086, 1.32486613e-15, 0.813541669],[0.901965448, -3.06818188e-15, 0.431808211]
8,6,2,W Shapes:W12X26,Steel ASTM A992,[3.06818188e-15, 0.901965448, 0.0],[-0.389476086, 1.32486613e-15, 0.813541669],[0.901965448, -3.06818188e-15, 0.431808211]
9,2,8,W Shapes:W12X26,Steel ASTM A992,[3.06818188e-15, 0.901965448, 0.0],[0.389476086, -1.32486613e-15, 0.813541669],[0.901965448, -3.06818188e-15, -0.431808211]
10,8,11,W Shapes:W12X26,Steel ASTM A992,[3.06818188e-15, 0.901965448, 0.0],[0.389476086, -1.32486613e-15, 0.813541669],[0.901965448, -3.06818188e-15, -0.431808211]
11,11,1,W Shapes:W12X26,Steel ASTM A992,[3.06818188e-15, 0.901965448, 0.0],[0.389476086, -1.32486613e-15, 0.813541669],[0.901965448, -3.06818188e-15, -0.431808211]
12,3,2,W Shapes:W12X26,Steel ASTM A992,[-0.0, 0.0, 0.0],[0.0, -0.0, 0.0],[0.0, 0.0, 1.0]
13,4,2,W Shapes:W12X26,Steel ASTM A992,[-0.0, 0.57133685, 0.0],[-0.4689051, -0.0, 0.32642579],[0.57133685, 0.0, 0.82071567]
14,5,6,W Shapes:W12X26,Steel ASTM A992,[-0.0, 0.70961067, 0.0],[-0.49998742, -0.0, 0.50354731],[0.70961067, 0.0, 0.70459399]
15,2,7,W Shapes:W12X26,Steel ASTM A992,[-0.0, 0.57140618, 0.0],[0.46893442, 0.0, 0.32650502],[0.57140618, 0.0, -0.8206674]
16,8,9,W Shapes:W12X26,Steel ASTM A992,[-0.0, 0.70961067, 0.0],[0.49998742, 0.0, 0.50354731],[0.70961067, 0.0, -0.70459399]
17,6,4,W Shapes:W12X26,Steel ASTM A992,[-0.0, 0.07455716, 0.0],[0.07434965, 0.0, 0.00555877],[0.07455716, 0.0, -0.99721674]
18,10,5,W Shapes:W12X26,Steel ASTM A992,[-0.0, 0.07454401, 0.0],[0.07433661, 0.0, 0.00555681],[0.07454401, 0.0, -0.99721772]
19,7,8,W Shapes:W12X26,Steel ASTM A992,[-0.0, 0.07436392, 0.0],[-0.07415802, -0.0, 0.00552999],[0.07436392, 0.0, 0.99723117]
20,9,11,W Shapes:W12X26,Steel ASTM A992,[-0.0, 0.07436392, 0.0],[-0.07415802, -0.0, 0.00552999],[0.07436392, 0.0, 0.99723117]
